Unique ID,Last Name,First Name,Title of the Presentation ,Year ,Summary,Topics (L),Region (L),Sub-region,Checked,,Notes
BelDyl,Bellisle,Dylan,“If she wasn’t doing this I would have to pay for childcare anyway.” How the Earned Income Tax Credit sustains informal childcare arrangements with family,2020,N/A,Social practices;Healthcare;Governance,United States,N/A,FALSE,,
BluLin;WarRos,Blum;Warnock,Linda;Rosalie,"Care, Children, and Invisible Disabilities in the UK and US",2020,N/A,Disability;Healthcare,United States;Western Europe,United Kingdom ,FALSE,,
BoeNat,Boeri,Natascia,Social Reproduction Theory and the Value Produced by Women’s Work in Sub-Contracted Garment Production,2020,N/A,Labor;Market services;Gender,United States,N/A,FALSE,,
CaoXue,Cao,Xuemei,Doing Grandparenthood: Negotiations of Childcare Work in Chinese Immigrant Families,2020,N/A,Aging;Migration;Social practices,United States,N/A,FALSE,,
CarAll,Carey,Allison,The Intersections of Rights and Care,2020,N/A,Affect;Healthcare,United States,N/A,FALSE,,
DufMig;HosAnd;AriFra;DePPai,Duffy;Hostetler;Arias;DePasquale,Mignon;Andrew;Franchesca;Paige,"The Care Triad Project: Paid Care, Unpaid Care, and Aging",2020,N/A,Market services;Aging;Labor,United States,N/A,FALSE,,
HodMel;GonPil,Hodges;Gonalons-Pons,Melissa;Pilar,The Feminization of Paid and Unpaid Care Work in Cross-national Perspective,2020,N/A,Gender;Labor;Market Services;Governance,United States,N/A,FALSE,,
HubReb;BalMau;JosPam;AceDol,Huber;Baldiga;Joshi;Acevedo-Garcia,Rebecca;Maura;Pamela;Dolores,Caring On and Off the Clock: Measuring Care Costs and Work Supports among Paid Care Workers with Dependents,2020,N/A,Healthcare;Labor;Market services,United States,N/A,FALSE,,
JabEri,Jablonski,Erica,The Role of the Internet on the Informal Caregiving Team,2020,N/A,Technology;Social practices;Healthcare,United States,N/A,FALSE,,
JabIsa,Jabola-Carolus,Isaac,After Workers Win: Using Survey Methods to Study Enforcement of New Rights in the Home,2020,N/A,Labor;Governance;Market services,United States,N/A,FALSE,,
KimAdd,Kimber,Addison,Health Care Systems and Disability: How Private and Public Health Care Influences Disabled Patient Experiences,2020,N/A,Disability;Healthcare,United States,N/A,FALSE,,
MagDal,Maglalang,Dale,Cultivating Personal and Job Resources Among Filipina Care Workers in New England,2020,N/A,Healthcare;Affect;Labor,United States,New England,FALSE,,
MarPia;KarNic;KriDav;GalCat;QuiMar,Markannen;Karlsson;Kriebel;Galligan;Quinn,Pia;Nicole;David;Catherine;Margaret,Home care aides’ job experiences of verbally abusive client behaviors,2020,N/A,Healthcare;Labor;Governance;Affect,United States,N/A,FALSE,,
MauLau,Mauldin,Laura,Integrating disability as an axis of inequality in care scholarship,2020,N/A,Disability;Healthcare,United States,N/A,FALSE,,
QuiJoh,Quinn,Johanna,The Promise and Limitations of the 2018-2019 Teacher Strikes,2020,N/A,Education;Labor,United States,N/A,FALSE,,
SenRak,Sen,Raka,"Adaptation Labor: Gender, Work, and Climate Change in the Sundarbans",2020,N/A,Gender;Labor;Market services,South Asia,Sundarbans,FALSE,,
SteMah,Stewart,Mahala,The Racialized Insecurity Shift: Black and White Mothers’ Care Work in School Choice,2020,N/A,Race;Education;Social practices,United States,N/A,FALSE,,
TavGra;deOFab,Tavares;de Oliveira,Gacieli;Fabio,"""Who looks after my children while I look after other people’s children?” How nannies deal with the dilemmas of outsourced care",2020,N/A,Social practices;Labor,Latin America,Brazil,FALSE,,
AleChl,Alexander,Chloe,Can and Should Care Mean Empowerment?,2022,N/A,Governance;Race;Class;Disabilities;Social care,Western Europe,United Kingdom ,FALSE,,
ForTri;IsiLiz,Fortuna;Isidro,Trilce;Liz,Carework on the political agenda? Reflections in the midst of the crisis,2022,N/A,Gender;Market services;Labor;Social practices;Governance,Latin America,Peru,FALSE,,
GarMer,Mercer,Gary,Telemedicine and the Redistribution of Care,2022,N/A,Healthcare;Labor;Market services;Social care;Social practices;Technology,N/A,N/A,FALSE,,
KloJan,Klostermann,Janna,Is it ‘Care’ if You Can’t Leave?,2022,N/A,Governance;Gender;Labor;Market services,Canada,Ontaria,FALSE,,
LouCli,Loughnane,Cliona,Envisioning a Caring Democracy through citizen deliberation? – Care and Ireland’s Citizen Assembly on Gender Equality,2022,N/A,Citizenship;Governance,Western Europe,Ireland,FALSE,,
RosAnn;PelEli,"Rosinska,Pellerito",Anna;Elizabeth,"Worker health, public health, economic health: The evolution of domestic workers’ self-advocacy during the pandemic",2022,N/A,Labor;Race;Citizenship;Class;Governance;Market services,United States,Massachusetts,FALSE,,
StaSil,Staab,Silke,Beyond Covid-19: Putting care at the centre of a feminist social contract,2022,N/A,Gender;Governance;Class;Race,N/A,N/A,FALSE,,
TicJul,Ticona,Julia,Manufacturing Trust: Actuarial Management in Online Carework Platforms,2022,N/A,Social care;Technology,N/A,N/A,FALSE,,
AbrLai,Abramo,Lais Wendel,"Social, Familia y Lucha contra el Hambre (MDS))",2023,"A la luz de la fuerte expansión de los programas de protección social no contributiva en la región y de los desafíos actuales relacionados con un contexto de mayores restricciones fiscales y de estancamiento del proceso de reducción de la pobreza (CEPAL, 2019), así como de cambios políticos que pueden implicar modificaciones en la orientación y las características de la política social, en este libro se ofrece un análisis lo más actualizado y exhaustivo posible de estos programas y su relación con la inclusión laboral. En particular, se abordan los debates en curso sobre los posibles incentivos y desincentivos de la protección social no contributiva a la inclusión y la formalización laboral de la población destinataria, y se presentan algunas recomendaciones de política que, en función de una mirada integral y un enfoque de derechos, apuntan a mejorar las políticas de superación de la pobreza y reducción de las desigualdades, y a fomentar la inclusión social y laboral.",Class;Labor;Social care;Social practices,N/A,N/A,FALSE,,
AbuMar;RevBea,Abusleme;Revuelta,María Teresa;Beatriz,La construcción del diálogo social en Chile: la experiencia de una mesa de trabajo para la promoción y visibilización de los cuidados,2023,N/A,Labor;Social practices;Social care,Latin America,Chile,FALSE,,
AcoGeo,Acosta,Georgina Cárdenas,Cuidemos en comunidad,2023,N/A,Citizenship;Ethics;Labor;Social care;Social practices,N/A,N/A,FALSE,,
AlmMag,Almodóvar,Magela Romero,La agenda de cuidados en Cuba,2023,N/A,Governance;Labor;Social care;Social practices,Latin America,Cuba,FALSE,,
AndCam,Andrade,Camila,Vejez y relaciones de cuidado materno-filial en los sectores populares de Santiago de Chile,2023,"This article presents the results of qualitative research on the work of individuals and the coordination of support in old age, within the framework of the sociology of the individual. Interviews with autonomous older women from low-income sectors of Santiago de Chile showed that health is one of the dimensions posing the greatest challenge for them, which demands permanent efforts on their part and the constant coordination of support. The main forms of support identified are relational, public institutions and the use of medication, coupled with constant care and monitoring of themselves.",Aging;Labor;Social care;Social practices,Latin America,"Santiago, Chile",FALSE,,
AndJan,Anderson,Janel,"Care Ethics, Social Reproduction and the Intensification of Teachers’ Work",2023,"Care theory began as an ethical framework focused on the creation of classrooms and schools that treat students and communities in more empathetic and meaningful ways. Over thirty years after its application to the field, there is broad agreement that students need caring classrooms and teachers have come to be the primary providers of this care. There is room for concern however, that care’s framework inadequately accounts for the racial, gendered, and economic constraints of women laboring in care work, particularly in K–12 schools. This inductive mixedmethods descriptive study offers insight into the ways these care obligations have transformed teachers’ work. The current study uses survey data from 260 secondary teachers in the US as well as interview data to describe the work teachers do to provide students’ academic, physical, social-emotional, and beyond school care and the challenges they face as they take on the labor care requires. Results reveal that care obligations have deep associations with a gendered workplace hegemony that influences what, how, and who is expected to provide care labor for children in schools. Care in teaching is tied to the valorized identity of “mother,” capitalizing on women’s socialization to provide maternal care. The valor associated with this maternal care operates to bind women to work that is intensifying, oppressive, and conducted within working conditions that are often unresponsive to the needs of teachers and their students. In addition, the teaching field has established no clear definitions of or boundaries around professional care obligations, leaving teachers obligated to provide care for students in what teachers describe as a virtually boundless labor condition. This entangles teachers in an oppressive double bind wherein they choose to do work that contributes to their own oppression, driven by a sense of urgency to provide the care they believe their students need. This study provides empirical evidence of the way modern care expectations are situated within teachers work and the social conditions impacting the field. There is further evidence that there is a relationship between the x intensification of these care obligations and destabilizing dissatisfaction in the field that contributes to attrition. The teaching profession, federal and state governments, districts, and school leaders must work to clarify care expectations along with acceptable boundaries around teacher work. Schools must work to address teacher working conditions to ensure teachers are provided the necessary work time and structure needed to carry out the care work that is necessary to build and sustain caring schools for all children and has become recognized as an expected part of teacher professional work.",Ethics;Gender;Governance;Labor;Market services;Race;Social care;Social practices;Theory,United States,N/A,FALSE,,
AraPaz;AddLau;LexLar,Arancibia;Addati;Lexartza,Paz;Laura;Larraitz,Transformar la agenda de investigación en cuidados para un nuevo contrato eco-social,2023,N/A,Class;Environment;Gender;Labor;Market services;Social care;Social practices;Theory,N/A,N/A,FALSE,,
ArcPil,Arcidiácono,Pilar,Burocracias de calle y transferencias de ingresos a las familias en Argentina,2023,"The Universal Child Allocation (UCA) in Argentina involved a quantitative change in terms of increased benefits and a qualitative change through the incorporation of income transfers as part of a non-contributory social security policy. At the same time, it maintained the education and health conditions. This article moves away from the common treatment of social programs or policy centred on “access” as a privileged moment and the (extra-institutional, personalized and informal) intermediation among recipients and policy. Instead, this article proposes looking at processes related to the “permanence” (which depend on whether the conditions are met or not), identifying the margins that the design of UCA gives to social security and bureaucrats on the street as intermediaries for recreating policy and influence family welfare.",Citizenship;Class;Governance;Labor;Market services;Social care;Social practices,Latin America,Argentina,FALSE,,
AriAdr,Arias,Adriana Monge,Las mujeres trabajadoras en condición de pobreza: el Estado y el trabajo de cuidados,2023,"Esta tesis se centró en explicar y comprender el proceso de transformación de las políticas públicas para la intervención de la cuestión social, particularmente las políticas de asistencia social, en el contexto macroestructural del capitalismo tardío, a partir del proyecto político-económico e ideológico-cultural del neoliberalismo y de la deriva neoconservadora. Se estudiaron las TMC como la nueva modalidad de atención de la pobreza, por eso fue indispensable acercarse al discurso del desarrollo humano y sus postulados hegemonizados por el Banco Mundial y el PNUD, ambos incluyen una serie de categorizaciones y “soluciones” de la pobreza que fueron analizados, tales como: capital humano, empoderamiento, emprendedurismo, agencia, capacidades, titularidades y habilidades. Es importante destacar que, se realizó una crítica a lo denominado por estos organismos internacionales y los Estados como “feminización de la pobreza”, ya que, la tesis se aleja de una visión esencialista de género, pero también, de la perspectiva dual e interseccional. De ahí que, con el objetivo de articular la clase y el género se toma como base explicativa el marxismo, por consiguiente, el punto de partida fue la clase social para entender el ordenamiento de la opresión de género vinculado con el proceso de acumulación de capital. Por eso, fue relevante estudiar el Estado como forma política particularizada del conjunto de relaciones sociales capitalistas, así, la configuración de un espacio y momento de reproducción de las relaciones de producción, a partir del cual se ordenan las fracciones de la clase burguesa en el bloque en el poder y a su vez, se desordena la clase trabajadora, sectores populares y grupos oprimidos. De modo que, se estudió la formulación e implementación de políticas sociales de atención de la pobreza desde las TMC, a fin de explicar cómo modulan las conductas de las “mujeres trabajadoras pobres” en su vida cotidiana para ser sujetas dóciles y útiles en un contexto de agudización del desempleo estructural, la informalidad y flexibilidad laboral, junto con la precariedad, mercantilización y privatización de las políticas sociales. Para lograr dar respuesta a los objetivos, la investigación se centró en la articulación entre la dimensión socioeconómica, política e ideológica -cultural de la producción y reproducción de la pobreza, a fin de explicar las formas mediante las que el Estado capitalista pretende, a través del IMAS, modificar y/o reproducir las relaciones de género opresivas y la pobreza en las mujeres trabajadoras participantes de la Estrategia Puente al Desarrollo. De manera que, fue un acercamiento a la praxis cotidiana determinada por la política social, lo que su vez, implicó describir las correlaciones de fuerza del bloque de poder en el campo político, específicamente la participación de Horizonte Positivo en el IPM, anudado en la segunda vicepresidencia 2014-2018, el INEC, y el IMAS. La investigación fue de tipo cualitativa, desde este enfoque se realizó una historia de vida a las mujeres trabajadoras que participaron de la Estrategia Nacional Puente al Desarrollo durante el 2015-2018. Asimismo, se aplicaron entrevistas semiestructuradas a dos cogestoras, la segunda presidencia de la República, la señora Ana Helena Chacón, una representante de Horizonte Positivo y una encargada del Área de Atención Integral e Interinstitucional del IMAS. También, se utilizó la técnica de análisis de contenido. Por lo tanto, se obtuvieron resultados que permitieron acercarse a la síntesis de las múltiples determinaciones de los procesos de empobrecimiento en el capitalismo tardío, particularmente de las mujeres trabajadoras en condición de pobreza.",Citizenship;Class;Gender;Governance;Labor;Market services;Social care;Social practices,N/A,N/A,FALSE,,
ArnLyn,Arnold,Lynnette,Enacting Health Care through Communication in Transnational Salvadoran Families,2023,N/A,Healthcare;Migration;Social care;Social practices,Latin America,El Salvador,FALSE,,
AyaKar;QuiLau;MonEme;HueLet;PerLil,Ayala;Quiroz;Monroy;Huerta;Pérez,Karina;Laura Ríos;Emely Max;Leticia;Liliana Espinosa,Las redes de cuidados como organizaciones sociales de resistencia: El caso de la Red de Cuidados en México,2023,N/A,Class;Gender;Governance;Labor;Social care;Social practices,Latin America,México,FALSE,,
BarChr,Barmon,Christina,Redefining the Essential: Care Work and Unionization,2023,N/A,Labor;Market services;Metrics;Social care;Social practices,United States,N/A,FALSE,,
BenKay;AllSar;VeiJer,Benjamin;Allin;Veillard,Kayla Alexandra Santos;Sara;Jeremy,A Comparative Feminist Political Economy Analysis of COVID-19 Social Protection Measures in Colombia and Costa Rica,2023,N/A,Gender;Governance;Healthcare;Social care;Social practices ,Latin America,Colombia;Costa Rica,FALSE,,
BenLet,Huerta Benze,Leticia,La construcción social del cuidado familiar: trayectorias de vida de mujeres mayores con demencia en Monterrey y sus cuidadores familiares,2023,"Al comenzar una investigación doctoral sobre el cuidado desde una perspectiva procesual, sabía que el reto analítico y  metodológico era importante, pues implicaba un grado de innovación y al mismo tiempo de coherencia respecto a la cantidad  y calidad de información recuperada de las historias familiares y personales en el contexto del cuidado a la enfermedad en el  presente.  Mi trabajo tuvo el objeto de analizar los procesos de construcción del cuidado a mujeres mayores con demencia en cinco familias  de Monterrey, desde la antropología, el cuidado y la perspectiva de curso de vida. Constituye un tema poco abordado en la  disciplina: el de retratar etnográficamente experiencias situadas en el cuidado a las personas mayores a partir de la  interdependencia e interconexión de trayectorias de vida familiares e individuales a través del tiempo. La tesis profundizó en  una correspondencia fundamental: la familia y su relación con los procesos sociales que trascienden su composición, tamaño,  economía y, en consecuencia, en la organización de los recursos. La relación entre curso de vida y cuidados es primordial para  establecer de qué manera se constituyen los escenarios y las prácticas de cuidado desde los contextos históricos, sociales y  familiares de los que surgen.",Affect;Aging;Class;Gender;Healthcare;Labor;Market services;Social care;Social practices,Latin America,Mexico,FALSE,,
BhaTit,Bhattacharya,Tithi,Theorizing Solidarity: Understanding the Geography of Care,2023,N/A,Labor;Social care;Social practices;Theory,N/A,N/A,FALSE,,
BoiLou;VerMar,Boivin;Verville,Louise;Marie-Hélène,"Organización laboral en servicios privatizados a domicilio y residenciales a la intersección de la racialización, del género y de la clase. Estudio en contexto de pandemia en Quebec",2023,N/A,Class;Gender;Labor;Market services;Race;Social care;Social practices,Canada,Quebec,FALSE,,
BorAre;FarAli,Borrego;Fardin,Arelys Esquenazi;Aline,Más allá de una “crisis de los cuidados”: debates a partir de la teoría de la reproducción social,2023,N/A,Social care;Social practices;Theory,N/A,N/A,FALSE,,
BurAnd,Burke,Andrea,"Racialized and Immigrant Women On the “Frontlines”: Preliminary Findings from a Narrative Project in London, Ontario, Canada",2023,N/A,Class;Gender;Healthcare;Labor;Market services;Migration;Race;Social care;Social practices,Canada,"London, Ontario",FALSE,,
BusMic,Buser,Michael,Ecologies of infrastructural water-care in Ladakh,2023,N/A,Social care;Social practices,South Asia,"India, Ladakh",FALSE,,
CalSas,Calderón,Saskia Salas,Haciendo malabares: la multiplicación y sobrecarga del trabajo doméstico no remunerado y de cuidados durante la crisis sanitaria del COVID en Costa Rica,2023,"La ponencia se desprende de la investigación “Afectaciones del COVID-19 en la vida de las mujeres en Costa Rica”, desarrollada por la Unidad de Investigación del Departamento Especializado de Información del INAMU. Su objetivo fue recopilar y sistematizar información para analizar, desde el enfoque de género y derechos humanos, el impacto de la pandemia por COVID-19 en la vida de las mujeres en Costa Rica. El contexto de crisis generado por la pandemia puso de manifiesto la magnitud del impacto de la brecha digital de género, pues cuando la virtualidad es la línea base para el acceso a la información y los servicios, las mujeres parten en desventaja, especialmente aquellas pertenecientes a grupos históricamente vulnerabilizados, en donde funcionó como un potenciador de la desigualdad histórica. Por ello su eliminación se vuelve indispensable; se requieren políticas públicas con perspectiva de género e interseccionalidad, pues la ausencia de este enfoque generará una perpetuación de la desigualdad y la discriminación. Por otro lado, los medios utilizados para difundir información pública, así como los mensajes o documentos construidos para tal fin, deben basarse en el principio de pluralidad de la información, tomando en cuenta las desigualdades a las que se enfrentan las mujeres, sus contextos y necesidades para adecuar los mensajes. Las acciones para cerrar la brecha digital de género deben estar acompañadas de un trabajo exhaustivo y constante para lograr la modificación de los patrones socioculturales que alejan a las mujeres de la tecnología por considerarla un campo eminentemente masculino.",Class;Gender;Healthcare;Labor;Market services;Social care;Social practices,Latin America,Costa Rica,FALSE,,
CanSte,Canizales,Stephanie L.,Between obligations and aspirations: Unaccompanied Latinx immigrant youth’s transnational family lives and imagined futures,2023,N/A,Citizenship;Labor;Migration;Race;Social care;Social practices;Theory,United States,N/A,FALSE,,
CarAle,Carson,Alexa,"Blended understandings of senior care among Latin American and Caribbean immigrant families in Toronto, Canada",2023,N/A,Aging;Class;Citizenship;Labor;Market services;Migration,Canada;Latin America,"Toronto, Canada",FALSE,,
CarIrm,Carvajal,Irma Sandoval,Experiencias conceptuales y metodológicas de las Encuestas de Uso del Tiempo en Costa Rica,2023,"El objetivo de este trabajo es el de sistematizar e integrar en un solo documento el marco metodológico de las mediciones del uso del tiempo en Costa Rica, recuperando aquellas experiencias, sus similitudes y diferencias, así como las lecciones aprendidas de cada una de ellas.",Class;Gender;Labor;Market services;Metrics;Social care;Social practices;Theory,Latin America,Costa Rica,FALSE,,
ChiAmy,Chin,Amy,Caring as a Laboring Disposition: The Case of Asian American Veteran Households,2023,N/A,Affect;Labor;Market services;Race;Social care;Social practices;Theory,United States,N/A,FALSE,,
ChiYi-C,Chien,Yi-Chun,Care Citizenship —Migrant Care Worker Policies in East Asia,2023,N/A,Citizenship;Governance;Labor;Market services;Social care;Social practices,East Asia,N/A,FALSE,,
ChuJen,Chun,Jennifer Jihye,Embodying and Enforcing Domestic Workers’ Rights in the Household Workplace,2023,N/A,Governance;Labor;Market services;Social care;Social practices,N/A,N/A,FALSE,,
ColAlm;BoaIsa;VelDen,Colin-Colin;Boada;Velez,Alma Rosa;Isabela;Denisse,Corresponsabilidad global y el entendimiento sistémico del trabajo de cuidados: una revisión feminista y decolonial,2023,N/A,Citizenship;Ethics;Gender;Labor;Race;Social care;Social practices,N/A,N/A,FALSE,,
CorMon;BarMel1,Corona;Barbosa,Mónica Elizabeth Orozco;Melanie Denisse Marchant,Cambios demográficos y de cuidados en Colombia: construcción de una Escala de Cuidados con datos de la ENUT 2016-2017,2023,N/A,Gender;Labor;Market services;Migration;Race;Social care;Social practices,Latin America,Colombia,FALSE,,
CueMar;MacEst,Cuenca;Maciá,María del Carmen Segura;Esther Sitges,"La participación social de los mayores, los ODS y los retos del envejecimiento demográfico en España",2023,N/A,Aging;Social care;Social practices,Western Europe,Spain,FALSE,,
CunsRos;SolSol,Cuns;Solari,Rosario Aguirre;Sol Scavino,"Bienestar, género y vejeces: la necesidad de repensar la protección social en Uruguay",2023,"Este trabajo aborda desde la Sociología un tema poco frecuentado en Uruguay por las ciencias sociales: las diversas formas que adopta la vejez en las mujeres. Aguirre y Scavino diseccionan, tras revisar la definición de vejez, las evidentes desigualdades de género y las ocultas maneras en las cuales las mujeres atraviesan ese tramo vital. Lo hacen con un enfoque que da por tierra con la definición de vejez según la edad cronológica, que tiende a homogeneizar a un grupo poblacional heterogéneo. Ponen de manifiesto así la forma en que interactúan las desigualdades, tanto de género como de edad, etnia, clase social y opción sexual. Desde la perspectiva de género y apoyadas en una extensa bibliografía y datos estadísticos, las autoras hacen visible el trabajo de las personas mayores en general, reconociendo la importancia del trabajo doméstico y de cuidados en las etapas finales de la vida y la contribución de las mujeres mayores al bienestar social y familiar. Este reconocimiento permite repensar el vínculo entre vejez y dependencia, desmitificando estereotipos sobre “los viejos y viejas”, considerados como sujetos inactivos, objeto de cuidados. Esta nueva área de investigación se basa en cambio en la perspectiva de los cursos de vida, que permite integrar las trayectorias, transiciones y puntos de inflexión. Sin duda el envejecimiento, como proceso demográfico, es un tema especialmente desafiante en Uruguay, uno de los países de América Latina con menos desigualdad, mayor esperanza de vida y más elevada feminización de la vejez. No obstante, las políticas públicas todavía no contemplan la discriminación por edad y las grandes diferencias entre hombres y mujeres, especialmente en lo que refiere a la seguridad social. Esperamos que este libro, poblado de elementos para la polémica y la reflexión, constituya una invitación para que los debates que se proponen avanzar hacia una sociedad más justa e igualitaria pongan también foco en las mujeres viejas, iluminando las profundas desventajas que padecen y sus valiosas contribuciones al bienestar.",Aging;Citizenship;Gender;Governance;Labor;Social care;Social practices,Latin America,Uruguay,FALSE,,
DanLis;KelChr1,Dansereau;Kelly,Lisette;Christine,The problem of choice in directly-funded home care,2023,"Directly-Funded (DF) home care allows users to organize and purchase their own care services and is expanding globally. Little is known about the career pathways of home care workers. Our study asks, what experiences and factors do home care workers consider when choosing a work setting? And, specifically, what influences their decisions to work directly for their clients? Framed with Cranford’s (2020) flexibility-security matrix for analyzing home care dynamics, we remotely interviewed 20 home care workers in two Canadian provinces. Three team members conducted axial coding and thematic analysis using Dedoose software. We identified personal and material factors at the intimate and labor market level that workers weigh when choosing whether to work for an agency or directly for a client. At the intimate level, workers value the flexibility, autonomy, and respect facilitated in care relations when working directly for a client. At the labor market level, agencies provide better job security and the benefit of supervisory support but lower wages. Additionally, as care work often serves as a stepping stone for immigration and citizenship agency positions are considered a more “legitimate” option than working directly for a client. Our study shows that workers directly employed by their clients enjoy more flexibility but lack security, whereas agency employed workers risk immediate reductions in working conditions in exchange for limited improvements in safety and supervision and, like other frontline care work, DF home care represents a key career pathway for immigrants with previous experience in health and social care settings.",Governance;Healthcare;Labor;Market services;Migration;Social care;Social practices,Canada,N/A,FALSE,,
DebGui,Debert,Guita Grin,Careworkers and the Biopolitics of Aging,2023,N/A,Aging;Governance;Healthcare;Labor;Market services;Social practices;Social care,N/A,N/A,FALSE,,
DelCon;JayMyk;LarMar;SimLen;TicJes;TolMau;TunEth,De Leon;Jaymalin;Largo;Simbre;Ticar;Tolentino;Tungohan,Conely;Myka;Marissa;Leny;Jessica;Mauriene;Ethel,"Matatag: Cuidadoras filipinas durante el COVID 19, Una exhibición de fotovoces
Matatag: Filipina Careworkers During COVID-19, A Photovoice Exhibit",2023,N/A,Gender;Healthcare;Labor;Market services;Race;Social care;Social practices,N/A,N/A,FALSE,,
DobNat,Dobles,Natalia,"Hacia una reconstrucción de las políticas dirigidas a cuidados que valore la autonomía de las mujeres. Caso de Guararí, Heredia, Costa Rica",2023,N/A,Ethics;Gender;Governance;Labor;Social care;Social practices;Theory,Latin America,"Heredia, Costa Rica",FALSE,,
EdwRut,Edwards,Ruth,(Re)orienting the Liberatory Potential of Care: Moving towards a Black Praxis of Care,2023,N/A,Race;Social care;Social practices;Theory,N/A,N/A,FALSE,,
EngKim;RomJen;HegAri;SmiKri,England;Romich;Hegewisch;Smith,Kim;Jennifer;Ariane;Kristin,Getting to Wage Equity? Care Penalties and Policy Choices in the US,2023,N/A,Class;Gender;Governance;Labor;Market services;Social care;Social practices,United States,N/A,FALSE,,
EnrCor,Enríquez,Corina Rodríguez,Financiarización de los cuidados: el rol de la deuda en la gestión familiar de los cuidados,2023,"América transita dentro de un contexto donde la división sexual, racial y social del trabajo, y la organización social del cuidado sigue siendo muy tradicional e injusta con las mujeres, sobre quienes recae desproporcionadamente el peso del trabajo no remunerado del hogar. En este sentido, la Economía Feminista critica el conflicto capital-vida en donde la acumulación de capital es incompatible con el sostenimiento de la vida. Plantea la necesidad de entender a la economía como un sistema interdependiente. Visibiliza la mercantilización de todas las dimensiones de la vida. Analiza los procesos de precarización del mercado laboral, pero sobre todo de la vida. La Economía Feminista pretende la transformación de la lógica de funcionamiento de la economía, no para crecer más, sino para vivir mejor",Class;Gender;Governance;Labor;Market services;Social care;Social practices,Latin America,N/A,FALSE,,
EnrCor;MarGab;SanNoe,Enríquez;Marzonetto;Santolaria,Corina Rodríguez;Gabriela;Noelia Méndez,Estimación de los impactos económicos de la inversión pública en cuidados en Argentina,2023,"En Argentina, especialmente luego de la pandemia por la COVID-19, se volvió más evidente aún que en la organización social del cuidado (OSC) existen desigualdades tanto de género como económicas, que es importante visibilizar y transformar. Dentro de este contexto, con base en la metodología desarrollada por OIT-ONU Mujeres (2021), este estudio aporta los resultados de un ejercicio de estimación de los déficits en la atención de la demanda de cuidado en el país (cobertura y calidad, incluyendo las condiciones de trabajo del personal) para cada uno de los subsectores (educación, salud y cuidados de larga duración), también de las inversiones necesarias para revertir esto, y de las implicancias económicas y en materia de empleo que podrían tener la expansión y el fortalecimiento de las políticas de cuidado de manera integral en un escenario futuro al año 2030. La generación de puestos de trabajo, en especial empleo femenino y remunerado, en el sector de cuidados, pero también en otros sectores relacionados como el de la construcción de infraestructura necesaria, implica un gran impacto en la economía, pero también y fundamentalmente revertir las desigualdades en estos sectores de actividades escenciales para la vida y consolidar derechos en general.",Aging;Disability;Class;Gender;Governance;Healthcare;Labor;Market services;Social care;Social practices,Latin America,Argentina,FALSE,,
FarGab,Farrell,Gabriella,Invisibility and Resistance: South American Migrant Women in Argentina’s Care Sector,2023,N/A,Citizenship;Gender;Labor;Market services;Migration;Social care;Social practices,Latin America,Argentina,FALSE,,
FauEle,Faur,Eleonor,Who cares for community careworkers’ rights? Food banks and “community créches work” during the COVID-19 crisis and beyond,2023,N/A,Class;Gender;Labor;Market services;Social care;Social practices,N/A,N/A,FALSE,,
FerAna,Fernández Fernández,Ana Lucía,"Cuidados, género y migración en Costa Rica",2023,N/A,Citizenship;Gender;Migration;Social care;Social practices,Latin America,Costa Rica,FALSE,,
FerAna,Fernández Fernández,Ana Lucía,Crítica feminista al concepto NINI. Un estudio comparativo de las encuestas de uso del tiempo en Costa Rica,2023,"Se realiza una crítica desde corrientes feministas al concepto “nini” (ni trabaja ni estudia) a partir de los resultados obtenidos en la Primera encuesta sobre uso del tiempo en la gran Área Metropolitana de Costa Rica realizada en el 2011. El propósito es utilizar el indicador del tiempo para evidenciar brechas y desigualdades de género en la distribución, uso, intercambio y valor del tiempo en la organización de la vida cotidiana de la población de 12 a 35 años que reportó no trabajar ni estudiar.",Class;Gender;Labor;Metrics;Social care;Social practices;Theory,Latin America,Costa Rica,FALSE,,
ForAnd;GomSan;EstCar,Fornés;Gómez;Estrada,Andrea Comelin;Sandra Leiva;Carolina Garcés,Gestión emocional y cultura emocional laboral de trabajadoras domésticas bolivianas migrantes,2023,"Este artículo se propone analizar la cultura emocional de mujeres migrantes circulares bolivianas que realizan trabajo doméstico y de cuidado en Iquique. Mediante una metodología cualitativa que considera entrevistas en profundidad a tales migrantes, se analizan los registros emocionales que se producen en el contexto del trabajo de cuidado, identificando interpretaciones subjetivas de una cultura emocional en el marco de múltiples estructuras de poder que se intersectan. El artículo da cuenta de una cultura emocional bajo la concepción tácita de una jerarquía heteropatriarcal, que responde a prácticas de resistencias sociales y culturales en clave de una reproducción del sistema moderno colonial de género. Se trata de construcciones sociales que están profundamente enlazadas con la lógica corporal y que en el caso particular de mujeres que realizan migración circular, el estatus migratorio, la precariedad que éste supone, así como las subalternidades inscritas en sus biografías, son agenciadas con repertorios emocionales dinámicos y ambivalentes que las mujeres deben realizar cotidianamente en sus vidas y trabajos.",Affect;Citizenship;Gender;Labor;Market services;Migration;Race;Social care;Social practices,Latin America,Chile;Bolivia,FALSE,,
