Unique ID,Authors,Title of Presentation,Yr Presented,Title of the Work,Yr published,Venue/Publication,Type,Topics/Trends (L),Methodologies,Region (L),Locality,Link,Notes,Who?,Checked?,Zotero?
SteCar,Carolina Sternberg,Mobilizing care and housing access. Demanding responses to the local state in Buenos Aires in the context of the Covid-19 pandemic,2023,Mobilizing Care and Housing Access. Demanding Responses to the Local Government in Buenos Aires in the Context of the COVID-19 Pandemic,2023,Partecipazione e Conflitto;Milan,Journal article,Class;Ethics;Healthcare;Governance;Social care;Social practices;Theory,N/A,Latin America,"Buenos Aires, Argentina",,,,FALSE,FALSE
SubRam,Ramya Subrahmanian,Bridging child rights and women’s rights: gender-responsive family policies for child well-being and human development,2023,Impacts of Pandemics and Epidemics on Child Protection: Lessons Learned from a Rapid Review in the Context of COVID-19,2020,UNICEF Innocenti Research Centre,Report,Governance;Healthcare;Social care;Social practices,,N/A,N/A,,,,FALSE,FALSE
SunShe,Shengwei Sun,Part-Time Working Caregivers Need Unemployment Insurance Reform,2023,Part-Time Working Caregivers Need Unemployment Insurance Reform,2022,National Women's Law Center,Report,Class;Governance;Social care;Social practices,N/A,United States,N/A,,,,FALSE,FALSE
TaiVal,Valerie Taing,"“Professionalizing grandma”: caregiver responses to the state’s effort to improve
child care “quality”",2023,From Rights Claims to Quality Frames in US Child Care Advocacy,2023,The Sociological Quarterly,Journal article,Citizenship;Class;Gender;Governance;Labor;Market services;Social care;Social practices,Interviews;Qualitative,United States,N/A,,,,FALSE,FALSE
TapEll,Ellen Tapsell,Transitioning Environmental Governance in Aotearoa New Zealand: Tikanga Māori and a Political Ethic of Care,2023,Transitioning Environmental Governance In Aotearoa: Tikanga Māori And A Political Ethic Of Care,2022,Victoria University of Wellington Te Herenga Waka,Dissertation,Citizenship;Environment;Ethics;Governance;Labor;Race;Social care;Social practices;Theory,N/A,Australasia,New Zealand,,,,FALSE,FALSE
TokCar;CorRan;BurSte,Carolina Pereira Tokarski;Ranna Mirthes Sousa Correa;Stephanie Natalie Burille,"La agenda de cuidados y la organización social de la primera infancia: licencias, guarderías y trabajo doméstico remunerado en Chile, Uruguay y México.",2023,"A AGENDA DE CUIDADOS E A ORGANIZAÇÃO SOCIAL DA PRIMEIRA INFÂNCIA: LICENÇAS, CRECHES E O TRABALHO DOMÉSTICO REMUNERADO NO CHILE, NO URUGUAI E NO MÉXICO",2023,IPEA Instituto de Pesquisa Econômica Aplicada,Report,Class;Gender;Governance;Labor;Market services;Social care;Social practices,N/A,Latin America,Chile;Uruguay;Mexico,,,,FALSE,FALSE
ValGra,"Valentim, Valentim","""Legal Consciousness of Migrant Live-In Caregivers: Are Labor Protections 
Enough?"" 
",2023,“Family or Boss?” Cultural Exchange Narratives and New Law Implementation in the US Au Pair Program,2023,Revaluing Care in the Global Economy Working Paper Blog,,Migration; Labor; Family; Childcare,,,,,,,FALSE,FALSE
VasJan,Jana Vasil'eva,#Nunca más solas. Reflections on and out of an ongoing process of participatory action research with (un)paid care workers in México,2023,"24/7 De la reflexión a la acción, por un México que cuida.",2020,Friedrich Ebert Stiftung,Report,Class;Gender;Governance;Labor;Market services;Social care;Social practices,Qualitative,Latin America,México,,,,FALSE,FALSE
VeiJer,Jeremy Veillard,A Comparative Feminist Political Economy Analysis of COVID-19 Social Protection Measures in Colombia and Costa Rica,2023,Building Resilient Health Systems in Latin America and the Caribbean Lessons Learned from the COVID-19 Pandemic,2022,World Bank Group,Report,Governance;Healthcare;Labor;Market services,Surveys,Latin America,N/A,,,,FALSE,FALSE
WhiJul,Julie White,(Re) Making Time for (Re) Making Democracy : Care Work as Temporal Practice,2023,Time for Caring Democracy: Resisting the Temporal Regimes of Neoliberalism,2020,"Care Ethics, Democratic Citizenship and the State",Book chapter,Citizenship;Class;Ethics;Governance;Labor;Market services;Social care;Social practices;Theory,N/A,N/A,N/A,,,,FALSE,FALSE
YanLor,Loriena Yancura,Conflict Between Mothers and Grandparents Responsible for Grandchildrens’ Care,2023,RELATIONSHIPS MATTERS: INTERGENERATIONAL CONFLICT PREDICTS STRESS AND DEPRESSION IN GRANDPARENT CAREGIVERS,2023,Innovation in Aging,Journal article,Affect;Aging;Class;Labor;Race;Social care;Social practices,Quantitative;Surveys,N/A,N/A,,,,FALSE,FALSE
ZenVal,Valentina Zendejas,"La AGC: una plataforma multiactor de construcción y promoción de la agenda de
cuidados",2023,Diseño e implementación de Sistemas Subnacionales y/o políticas subnacionales de cuidados,2024,Alianza Global por los Cuidados;Gobierno de Mexico;INMUJERES;EUROsociAL;European Union;UN Women,Report,Class;Disability;Gender;Governance;Labor;Market services;Metrics;Social care;Social practices,N/A,Latin America,Colombia;Mexico;Argentina,,,,FALSE,FALSE
LitJac;GadBar;WinMar;FleCyn,Jacqueline Litt;Barbara Gaddis;Mary Winter;Cynthia Needles Fletcher,The Public Mother: Visibility and Regulation in the Lives of Low-Income Mothers on Public Assistance;Caregiving in Low-Income Households: The Special Case of Children with Disabilities,2000;2001,Leaving Welfare: Independence or Continued Vulnerability?,2005,The Journal of Consumer Affairs,Journal article,Citizenship;Class;Gender;Governance;Labor;Market services;Metrics;Race;Social care;Social practices,Interviews;Qualitative,United States,N/A,https://www.jstor.org/stable/23859982,,,TRUE,FALSE
KurDem,Demie Kurz,"Caring for Teenage Children: Issues and Dilemma;Inequality, Carework, and Mothers",2000;2001,Caring for Teenage Children,2002,Journal of Family Issues,Journal Article,Class;Gender;Labor;Social care;Social practices;Theory,Interviews;Qualitative,N/A,N/A,,,,TRUE,FALSE
KurDem,Demie Kurz,"Caring for Teenage Children: Issues and Dilemma;Inequality, Carework, and Mothers",2000;2001,Poor Mothers and the Care of Teenage Children,2002,Child Care & Inquality: Rethinking Carework for Children & Youth,Book chapter,Class;Gender;Labor;Social care;Social practices;Theory,N/A,N/A,N/A,,,,TRUE,FALSE
McAKir,Kirstie McAllum,"“Can I be your shadow?” Positioning care workers in the care relationship through workplace
narratives",2015;2016,"""I Only Tell Them the Good Parts:"" How Relational Others Influence Paid Careworkers' Descriptions of Their Work as Meaningful",2023,Management Communication Quarterly,Journal article,Affect;Aging;Gender;Labor;Market services;Migration;Race;Social care;Social practices,Discourse analysis;Interviews;Qualitative,N/A,N/A,,,,FALSE,FALSE
HodMel,Melissa Hodges,Why are Some Workers More Likely to “Care” than Others? Examining the Intersection of Gender and Race/Ethnicity in the “Risk” for Care Employment among Low-and Middle-Skill Workers,2015;2019,"Intersections on the Class Escalator: Gender, Race, and Occupational Segregation in Paid Care Work",2020,Sociological Forum,Journal article,Labor;Gender;Market services;Race,Surveys;Qualitative,United States,N/A,,,,FALSE,FALSE
BudMic;HodMel;EngPau,Michelle Budig;Melissa Hodges;Paula England,Wages of Nurturant and Reproductive Care Workers.,2016;2017,"Wages of Nurturant and Reproductive Care Workers: Individual and Job Characteristics, Occupational Closure, and Wage-Equalizing Institutions",2018,Social Problems,Journal article,Affect;Class;Governance;Labor;Market services;Social care;Social practices,Surveys;Quantitative,United States,N/A,,,,FALSE,FALSE
FriMin,Mindy Fried,Caring for Red: Memoir Writing as Public Sociology,2016;2017,Caring for Red,2016,Vanderbilt University Press,Book,Affect;Gender;Labor;Social care;Social practices,Qualitative,N/A,N/A,,,,FALSE,FALSE
GauCry,Crystal Gaudet,Making Meaning About Reproductive Work: A Narrative Inquiry of the Experiences of Migrant Caregivers in Canada.,2016;2017,Making meaning about reproductive work: A narrative inquiry into the experiences of migrant caregivers in Canada,2021,N/A,Dissertation,Affect;Class;Governance;Labor;Market services;Migration;Social care,Discursive analysis;Focus-Group;Interviews;Qualitative;Theory,Canada,N/A,,,,FALSE,FALSE
LutWen,Wendy Luttrell,"Learning, Carework, and the Public Good:Working-class children’s hidden work in school.",2016;2017,Children Framing Childhoods: Working-Class Kids' Visions of Care,2020,"Bristol University Press, Policy Press",Book,Class;Citizenship;Metrics;Migration;Social care;Social practices,Interviews;Qualitative,N/A,N/A,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
